instance,true_class,explainer,p_original,comprehensiveness_auc,sufficiency_auc,comp_k1,comp_k2,comp_k3,comp_k4,comp_k5,comp_k6,comp_k7,comp_k8,comp_k9,comp_k10,suff_k1,suff_k2,suff_k3,suff_k4,suff_k5,suff_k6,suff_k7,suff_k8,suff_k9,suff_k10
1807777,Benign,TreeSHAP,0.9998680264842661,0.14648400631522432,0.9360012234322498,0.9998680264842661,0.9998680264842661,0.9999562906217037,0.8728253103313302,0.8728155343223921,0.8236242269940469,0.8136184310622583,0.7630385721838989,0.7142744227094496,0.673951360496806,0.9501431971887355,0.9501431971887355,0.9403583097721687,0.9403583097721687,0.9312163764441357,0.9312637703735949,0.9312749394206498,0.9213037169406872,0.9313575717498719,0.9313575717498719
1807777,Benign,Random,0.9998680264842661,0.18873694521544368,0.9006702512578407,0.8907982321006165,0.8511798881405792,0.8103817225435312,0.80121362047445,0.7911538996833093,0.7911976090616056,0.7911976090616056,0.7818520368426082,0.8011718112955712,0.8011643834843472,0.9501431971887355,0.9601148352736756,0.9600098811760195,0.8701859669869053,0.8902477304144121,0.8811084969520597,0.8811084969520597,0.8911969461422798,0.8606509252077967,0.86074739008871
236417,Benign,LIME,1.0,0.017972458615315722,0.9710857795518978,1.0,1.0,1.0,1.0,0.99,0.9700559114194082,0.9700559114194082,0.9600583352728571,0.9600583352728571,0.9700469204623122,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
236417,Benign,TreeSHAP,1.0,0.013972044290295926,0.9690857795518978,1.0,1.0,1.0,1.0,1.0,0.9800559114194081,0.9700559114194082,0.9700559114194082,0.9700559114194082,0.9700559114194082,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9800283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
236417,Benign,Random,1.0,0.019977310467952057,0.9581056362231184,1.0,1.0,0.9900283619150599,0.9800283619150599,0.9800283619150599,0.9700283619150599,0.9700283619150599,0.9700283619150599,0.9700283619150599,0.9700283619150599,0.9501431971887355,0.9501431971887355,0.9601148352736756,0.9601088733190102,0.9601067250339861,0.9601067250339861,0.9601067250339861,0.9601067250339861,0.9601067250339861,0.9600126340910974
512132,Benign,LIME,1.0,0.027222854355361547,0.9671081949525501,1.0,1.0,1.0,1.0,0.99,0.9700038772692804,0.941941894794276,0.941941894794276,0.941941894794276,0.941941894794276,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9502525159215836
512132,Benign,TreeSHAP,1.0,0.030198972168277605,0.9720742960245301,1.0,1.0,1.0,1.0,0.9800038772692804,0.951941894794276,0.941941894794276,0.941941894794276,0.931564995496418,0.9506157211686974,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9800283619150599,0.9800283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
512132,Benign,Random,1.0,0.010998167191559327,0.9336078376430736,1.0,1.0,1.0,1.0,1.0,0.9900036656168814,0.9900036656168814,0.9700036656168813,0.9700036656168813,0.9700036656168813,0.9400491062458468,0.9400491062458468,0.9500462573305295,0.9500462573305295,0.9301288069759509,0.9301288069759509,0.9301288069759509,0.921833742783377,0.921833742783377,0.921833742783377
189264,Benign,LIME,1.0,0.01596879980432029,0.9710857795518978,1.0,1.0,1.0,1.0,0.99,0.97,0.97,0.97,0.9701560009783986,0.9701560009783986,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
189264,Benign,TreeSHAP,1.0,0.014000000000000012,0.9690857795518978,1.0,1.0,1.0,1.0,1.0,0.98,0.97,0.97,0.97,0.97,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9800283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
